“Timestamp”,”Processor load”
1423180800,0.03901923107726003
1423267200,0.037458496414990744
1423353600,0.03524788333697744
1423440000,0.034070868130623155
1423526400,0.04608601629252688
1423612800,0.04402469995875264
1423699200,0.10016294623065558
1423785600,0.12401680088207717
1423872000,0.039906781941124195
1423958400,0.03434638694423295
1424044800,0.034806310251172076
1424131200,0.034798300645604616
1424217600,0.039959080866560644
1424304000,0.03876684055633395
1424390400,0.039898810891350375
1424476800,0.03851379248368195
1424563200,0.03571261740957435
1424649600,0.03512564968096152
1424736000,0.038572855426773654
1424822400,0.03843817049070209
1424908800,0.03407985712092772
1424995200,0.03286863328072992
1425081600,0.04160228326153442
1425168000,0.04418072288249275
1425254400,0.04431897948722725
1425340800,0.04449904057099267
1425427200,0.037494598534304785
1425513600,0.03476100541445143
1425600000,0.035281358923555786
1425686400,0.034749239541385965
1425772800,0.03272311392500568
1425859200,0.03222462777084545
1426032000,0.03583517650984604
1426118400,0.03668566163715414
1426291200,0.04115523464977956
1426377600,0.031169777935373615
1426464000,0.03150401932699108
1426550400,0.04365910520232093
1426636800,0.04190063066440988
1426723200,0.04232499498623795
1426809600,0.039681939090263366
1426896000,0.043193586485199456
1426982400,0.04189403175846797
1427068800,0.04373922036568817
1427155200,0.042903903920087166
1427241600,0.04666374230608148
1427328000,0.045745373226104454
1427414400,0.045302113451362626
1427500800,0.05474153035112542
1427587200,0.05727075849600406
1427673600,0.058265529015819745
1427760000,0.059572511218448296
1427846400,0.0553520623054254
1427932800,0.06191155791017599
1428019200,0.057849586481776426
1428105600,0.05667299771886711
1428192000,0.0576807581652244
1428278400,0.058838252985019886
1428364800,0.05826669169779254
1428451200,0.05554273006874581
1428537600,0.057788509224902515
1428624000,0.05929110187691666
1428710400,0.06665452627695674
1428796800,0.045417851530860795
1428883200,0.04596891425415498
1428969600,0.04633870327573755
1429056000,0.04834445777060979
1429142400,0.0700587250928473
1429228800,0.05996500033174493
1429315200,0.056466681541843936
1429401600,0.057511527433723744
1429488000,0.058424966083947774
1429574400,0.058837382138546904
1429660800,0.05319034869621838
1429747200,0.06538277861923639
1429833600,0.07204266155231104
1429920000,0.06624000158669631
1430006400,0.06868207999227927
1430092800,0.07550627520505732
1430179200,0.06723246506792711
1430265600,0.06896761178746984
1430352000,0.06866691034165476
1430611200,0.06239924302856689
1430697600,0.06301838826829981
1430784000,0.06954974607470467
1430870400,0.07035533505169139
1430956800,0.0693552561047838
1431043200,0.0691318899452125
1431129600,0.06939884745797707
1431216000,0.06907462633669309
1431302400,0.07035338667598412
1431388800,0.07134137526685025
1431475200,0.07306432036958173
1431561600,0.06848324459052862
1431648000,0.0703732706195607
1431734400,0.07154016144299653
1431820800,0.06860145365527756
1431907200,0.06930075618709598
1431993600,0.06704219855904178
1432080000,0.06367177358886066
1432166400,0.06597139567687044
1432252800,0.0712998997131801
1432339200,0.08748566442479189
1432425600,0.09531738576533472
1432512000,0.09433464080183801
1432598400,0.09529540663388233
1432684800,0.09600807170300976
1432771200,0.0926184875194919
1432857600,0.08543410177600735
1432944000,0.08753840672448109
1433030400,0.09245800508847946
1433116800,0.09311495056927405
1433203200,0.0957658828144589
1433289600,0.09350224554567171
1433376000,0.09432723022733033
1433462400,0.09392058699075881
1433548800,0.09228196616611178
1433635200,0.0820683217784928
1433721600,0.08532042834198325
1433808000,0.08586886410503164
1433894400,0.08232336584284176
1433980800,0.0833992201133891
1434067200,0.09010926510998066
1434153600,0.09028824761654375
1434240000,0.09485301078048716
1434326400,0.09192804224351621
1434412800,0.09240075442566861
1434499200,0.09351153445944013
1434585600,0.09310218891976632
1434672000,0.08802958599039261
1434758400,0.0819268517982151
1434844800,0.08701873284292239
1434931200,0.08654870650103175
1435017600,0.09330171962237793
1435104000,0.09338739424068014
1435190400,0.09678498422116404
1435276800,0.0972385272437692
1435363200,0.10074502792054278
1435449600,0.09668084178284225
1435536000,0.09652634903925784
1435622400,0.10160879545613895
1435708800,0.10114969907893832
1435795200,0.10145708890504572
1435881600,0.0989625666951898
1435903200,0.08209907674969956
1435906800,0.10773857273325513
1435910400,0.10413840456633891
1435914000,0.11214127519229253
1435914900,0.08340765266616472
1435915200,0.1084787227440592
1435915260,0.06727246020036429
1435915320,0.08401140151791137
