"Timestamp", "Request rate"
1434974400,51.20269620025012
1434978000,49.5194614251745
1434981600,51.8693958292837
1434985200,54.50811707716336
1434988800,50.470653848055946
1434992400,48.84788886333334
1434996000,49.02716666333333
1434999600,52.32346795524405
1435003200,56.68415344847603
1435006800,48.85511964743589
1435010400,35.935611136666665
1435014000,23.961923759447995
1435017600,17.11160651018524
1435021200,13.37344809863141
1435024800,12.315607375835647
1435028400,13.566805561111112
1435032000,13.290092579166666
1435035600,21.03731161880615
1435039200,22.750509268055556
1435042800,29.763522457397663
1435046400,40.77725000555556
1435050000,46.453231485
1435053600,48.575226853888886
1435057200,46.560240764722224
1435060800,49.19028623578811
1435064400,48.87547478904287
1435068000,50.48327916349341
1435071600,50.05117801376343
1435075200,48.81812968
1435078800,48.16629649623723
1435082400,45.22292278703704
1435086000,48.077356175816995
1435089600,52.09393170375234
1435093200,45.65481040792226
1435096800,36.23133905122533
1435100400,22.73552307925844
1435104000,17.059791813203052
1435107600,13.049251206551663
1435111200,11.602127129461964
1435114800,13.075055511111112
1435118400,11.803004849933862
1435122000,17.950686500830553
1435125600,22.646740712777778
1435129200,32.135205305086984
1435132800,40.541985217325184
1435136400,39.09744902138889
1435140000,45.49678236027778
1435143600,43.197376844791556
1435147200,41.80940283861111
1435150800,46.4199431023532
1435154400,41.70118159625199
1435158000,43.65748151777778
1435161600,40.92006489258146
1435165200,36.752398140000004
1435168800,36.75140739333333
1435172400,39.702629637777775
1435176000,43.82400767794696
1435179600,39.563703634444444
1435183200,31.08499662948455
1435186800,19.764216565479757
1435190400,13.203583376951158
1435194000,10.564976479750548
1435197600,10.867946537866768
1435201200,11.060777761111112
1435204800,11.223203703888888
1435208400,13.466250044444447
1435212000,19.482236111111114
1435215600,28.688166644444443
1435219200,45.60122224444444
1435222800,45.40184675173509
1435226400,46.37683198249182
1435230000,41.09620223696324
1435233600,42.53440978790404
1435237200,44.64265060377032
1435240800,40.532814878888885
1435244400,43.268333355555555
1435248000,42.09283250937986
1435251600,36.163814853333335
1435255200,34.82196402005367
1435258800,39.2512283954321
1435262400,44.798382844885
1435266000,40.276698128
1435269600,31.727515324131172
1435273200,19.4776268499469
1435276800,15.600230829946751
1435280400,10.673486140806475
1435284000,12.193998649431709
1435287600,9.640643493611112
1435291200,9.548060165833334
1435294800,12.408365779444445
1435298400,16.873199088055557
1435302000,23.881092573055554
1435305600,35.780235711401424
1435309200,42.50801649936369
1435312800,40.36311577694444
1435316400,37.12950462138889
1435320000,37.244121473355555
1435323600,38.61589255797081
1435327200,40.165907409999996
1435330800,35.937537039999995
1435334400,34.37406871421247
1435338000,31.342314845555556
1435341600,31.817212446686252
1435345200,30.63966087996539
1435348800,32.782666705555556
1435352400,31.637018443333336
1435356000,25.304981523333332
1435359600,20.15623847509277
1435363200,12.937633544696368
1435366800,10.511895700484548
1435370400,9.9950634519632
1435374000,9.296361116666667
1435377600,12.954583283333333
1435381200,11.092134264999999
1435384800,16.33373152861111
1435388400,23.021476264307438
1435392000,29.62322223888889
1435395600,31.411518332861206
1435399200,33.463606442777774
1435402800,33.52007427530303
1435406400,36.25248525016917
1435410000,36.06819651082392
1435413600,31.002565695232732
1435417200,31.43587033111111
1435420800,30.691388916666668
1435424400,30.849055522222223
1435428000,28.418759284444445
1435431600,32.45914813444445
1435435200,32.42046299333333
1435438800,30.588819421590912
1435442400,27.858126113453736
1435446000,20.65345457443055
1435449600,15.290144843403723
1435453200,12.93905806962914
1435456800,12.32183794361111
1435460400,10.451620323055556
1435464000,10.011231514999999
1435467600,10.91768055
1435471200,13.912000016666667
1435474800,19.2788749247619
1435478400,26.71899537611111
1435482000,31.500046802483254
1435485600,32.41195367305556
1435489200,34.776148131666666
1435492800,31.1793981425
1435496400,31.077184755207156
1435500000,31.653296313333335
1435503600,33.99129626
1435507200,36.07424070444445
1435510800,35.67894724663117
1435514400,40.89474078222223
1435518000,43.98953705666666
1435521600,42.86359119912012
1435525200,39.93988778882353
1435528800,32.98258704263315
1435532400,20.37130407186595
1435536000,14.641991404710259
1435539600,14.394560260923713
1435543200,11.731658075638757
1435546800,10.604162100833333
1435550400,10.9413101825
1435554000,13.02197689361111
1435557600,18.852240757222223
1435561200,26.615319480833335
1435564800,36.61179956124429
1435568400,41.378423963361016
1435572000,49.507066117027875
1435575600,45.84800000166666
1435579200,47.148640999089395
1435582800,46.884512778314175
1435586400,45.405366431005646
1435590000,46.592485221513
1435593600,44.622332684301035
1435597200,44.93222760298724
1435600800,44.45236397592441
1435604400,45.514021192163256
1435608000,50.50695833416667
1435611600,46.525402765833334
1435615200,36.05814297673902
1435618800,22.81119626985655
1435622400,14.538680534166668
1435626000,12.456638899166666
1435629600,11.613180484166667
1435633200,12.064583299166667
1435636800,11.331374480966703
1435640400,17.0526111175
1435644000,20.12522149566083
1435647600,28.064211973913043
1435651200,36.058118263902536
1435654800,40.58089134600769
1435658400,38.840772122552096
1435662000,36.82239763816084
1435665600,40.43742589666667
1435669200,45.003889250610825
1435672800,44.242058775187445
1435676400,40.73749627377593
1435680000,39.25280148365518
1435683600,36.58873821864407
1435687200,37.94657652376664
1435690800,38.63022595270097
1435694400,42.957491926749164
1435698000,41.90812498416666
1435701600,33.3472777675
1435705200,21.83181108093985
1435708800,15.116885351426554
1435712400,11.215793677380953
1435716000,11.370963332772167
1435719600,14.94527537580655
1435723200,13.639419281035629
1435726800,18.253379636111113
1435730400,21.213619560245903
1435734000,29.28949239349475
1435737600,38.45449551062556
1435741200,43.198657545308606
1435744800,46.06895531938988
1435748400,43.61247466379231
1435752000,41.635347233333334
1435755600,47.563266666789076
1435759200,45.66884256666666
1435762800,45.08654368592424
1435766400,44.135751291250656
1435770000,44.91618754078674
1435773600,40.54203006162131
1435777200,42.9245113832685
1435780800,41.72852638975225
1435784400,42.16760377850649
1435788000,35.407902766666666
1435791600,24.744263832500003
1435795200,15.140833366458333
1435798800,13.595048549791667
1435802400,12.434027781666668
1435806000,13.215237531791239
1435809600,13.100407524932852
1435813200,14.855361150833334
1435816800,23.49856948333333
1435820400,31.9070073165884
1435824000,37.88808704536446
1435827600,43.75286462134207
1435831200,46.5555819713492
1435834800,45.92080362699091
1435836600,41.69935751914852
1435836660,43.005555799999996
1435836720,42.146667
