"Timestamp","CPU iowait time"
﻿1433376000,5.257352464878845
1433419200,3.1949694867781053
1433462400,5.732480988634852
1433505600,2.5439515604805507
1433548800,4.691403727942799
1433592000,2.7942914435497093
1433635200,4.634018801447722
1433678400,8.808604412822035
1433721600,2.4487845919826223
1433764800,3.5197476534490235
1433808000,16.493014930270412
1433851200,2.8307068462227782
1433894400,5.585697103579879
1433937600,2.979296937418137
1433980800,7.778214837883458
1434024000,3.6430692866335788
1434067200,6.947202744898133
1434110400,3.228108876783558
1434153600,5.3229957615331465
1434196800,3.4750297988147825
1434240000,4.8318465024157815
1434283200,3.575800401889646
1434326400,14.46506631224261
1434369600,2.734968795978841
1434412800,5.540882434736238
1434456000,3.34778003359145
1434499200,5.930271010855169
1434542400,3.17338083993974
1434585600,5.131372630318385
1434628800,3.555784136129012
1434672000,4.962157436368176
1434715200,3.0236933790091585
1434758400,4.248283196787509
1434801600,3.2492881415066814
1434931200,2.0907334137138744
1434974400,2.6169707308819015
1435017600,6.949840598755195
1435060800,3.769175484594687
1435104000,7.198812703471525
1435147200,3.4485340094268935
1435190400,7.534911032901227
1435233600,6.913667714019587
1435276800,12.217849897511567
1435320000,7.053731834033496
1435363200,50.59048487347454
1435406400,4.251620622853475
1435449600,12.916777677137198
1435492800,7.026548625191042
1435536000,7.218844965777678
1435579200,7.896111644793738
1435622400,14.664878325409518
1435665600,12.189338386376003
1435708800,21.00535262089815
1435752000,9.612549203291767
1435795200,20.877025251293738
1435816800,37.379829176281255
1435820400,23.7801055508138
1435824000,21.489784465033562
1435825800,45.28898394677559
1435826700,23.142382942364858
1435827000,31.062513675750914
