“Timestamp”,”Request rate”
1424368800,0.06981893320632736
1424390400,5.212834436925743
1424412000,3.61375074708279
1424433600,2.9302163752920207
1424455200,0.043322397561247415
1424476800,5.2671314882217155
1424498400,3.5921790471667414
1424520000,2.918871445827674
1424541600,0.04333059424939283
1424563200,5.220016353295745
1424584800,3.6446626725036064
1424606400,2.9183571968621558
1424628000,0.04332709483210647
1424649600,5.249756438960078
1424671200,3.5761852257032043
1424692800,2.916973522994171
1424714400,0.043037871720282846
1424736000,5.170678358037553
1424757600,3.701419204992473
1424779200,2.933131857668244
1424800800,0.04344033641665995
1424822400,5.149359879466413
1424844000,3.7075650369927398
1424865600,2.9104484295371953
1424887200,0.05210082949939745
1424908800,5.237137991442773
1424930400,3.6221160006657716
1424952000,2.9057711201475893
1424973600,0.04332959977002185
1424995200,5.230550608800368
1425016800,3.631193627004842
1425038400,2.906287994374509
1425060000,0.03981665819280951
1425081600,6.219789054668482
1425103200,2.6196266748328085
1425124800,2.9160340598345216
1425146400,0.04333657003794778
1425168000,6.183637094545792
1425189600,2.6278636495669065
1425211200,2.9218611412413598
1425232800,0.04334327329102477
1425254400,6.066826150031812
1425276000,2.5904352649318216
1425297600,2.9144281082769647
1425319200,0.07951476160611697
1425340800,6.14433564337871
1425362400,2.6329680411468677
1425384000,2.924076086435646
1425405600,0.043339175371335144
1425427200,5.911500137258899
1425448800,1.9645462923975188
1425470400,2.9142771536663115
1425492000,0.04333690112140412
1425513600,6.236010577424246
1425535200,2.6152772537368585
1425556800,2.913846932174737
1425578400,0.043565231083538165
1425600000,6.313280264531453
1425621600,2.5365581311486145
1425643200,2.9353542542103868
1425664800,0.04364834105121443
1425686400,6.103879659970208
1425708000,2.753764774060272
1425729600,2.905831308159223
1425751200,0.043355673636130916
1425772800,6.130956355583135
1425794400,2.730799421542503
1425816000,2.9092139836620405
1425837600,0.043418951120848905
1425859200,6.2389875152008685
1425880800,2.6247312730220975
